id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
29505073,https://www.airbnb.com/rooms/29505073,20241223204511,2024-12-24,city scrape,Urban Large Penthouse. Age 21+ only!,Beautiful top floor modern large penthouse (120m2) with 2 bedrooms on the 19th floor in an apartment hotel with panoramic views. Housekeeping included! <br />Please note that we are a 21+ hotel and all guests have to be 21 years or older to be able to check-in. The only exception is children travelling with their parents. <br /><br />We require a deposit upon check-in.,,https://a0.muscache.com/pictures/5c8cb4ae-041a-4d44-919a-4cef0b8b9750.jpg,219819481,https://www.airbnb.com/users/show/219819481,Urban Residences,2018-10-10,,"",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/05f7b908-ebc6-4abd-8187-6442e341996f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/05f7b908-ebc6-4abd-8187-6442e341996f.jpg?aki_policy=profile_x_medium,,7,7,"['email', 'phone']",t,t,,Cool,Rotterdam Centrum,51.91989,4.47765,Entire serviced apartment,Entire home/apt,4,1.5,1.5 baths,2,2,"[""City skyline view"", ""Wifi"", ""Hot water"", ""Bathtub"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Washer"", ""Private entrance"", ""Bed linens"", ""Wine glasses"", ""Luggage dropoff allowed"", ""Free dryer \u2013 In unit"", ""Elevator"", ""Toaster"", ""Hot water kettle"", ""Central heating"", ""Refrigerator"", ""Dishes and silverware"", ""Portable fans"", ""Hangers"", ""Oven"", ""Freezer"", ""Dishwasher"", ""Paid parking on premises"", ""Clothing storage: closet, wardrobe, and dresser"", ""The Spa Collection body soap"", ""Essentials"", ""Other induction stove"", ""Coffee"", ""Laundromat nearby"", ""Long term stays allowed"", ""Microwave"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Safe"", ""Host greets you"", ""Cleaning available during stay"", ""EV charger"", ""Single level home"", ""Coffee maker"", ""Patio or balcony"", ""Shampoo"", ""TV"", ""Outdoor furniture""]",$673.00,2,1125,1,1,1000,1000,1.0,1000.0,,t,7,34,58,292,2024-12-24,4,0,0,2019-06-08,2022-07-03,4.0,4.5,3.75,4.75,3.75,4.75,4.5,05998E3217DD390C94A2,t,7,7,0,0,0.06
29679864,https://www.airbnb.com/rooms/29679864,20241223204511,2024-12-24,previous scrape,Dutch treat apartment,,,https://a0.muscache.com/pictures/1d63c386-1106-4005-a1b4-7272b2bace6e.jpg,5794184,https://www.airbnb.com/users/show/5794184,Rob,2013-04-06,"Rotterdam, Netherlands",From Holland love to travel the world,N/A,N/A,N/A,f,https://a0.muscache.com/im/users/5794184/profile_pic/1369142798/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5794184/profile_pic/1369142798/original.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Overschie,Overschie,51.94513,4.42309,Entire rental unit,Entire home/apt,4,,1 bath,2,,"[""City skyline view"", ""Wifi"", ""Hot water"", ""Iron"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Bed linens"", ""Elevator"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Hangers"", ""Lake view"", ""Essentials"", ""Free washer \u2013 In unit"", ""Free street parking"", ""Stove"", ""Microwave"", ""Smoke alarm"", ""Free parking on premises"", ""Coffee maker"", ""Clothing storage: closet and wardrobe"", ""Shampoo""]",,5,30,5,5,30,30,5.0,30.0,,t,0,0,0,4,2024-12-24,19,0,0,2019-01-14,2023-02-17,4.89,4.79,4.79,4.95,4.95,4.58,4.63,0599 4D50 AD2E 35BF C959,f,1,1,0,0,0.26
29960062,https://www.airbnb.com/rooms/29960062,20241223204511,2024-12-23,city scrape,Yellow room in Casa Rivera,"My maisonnette is situated ground floor in a nice, quiet neighbourhood near the centre of Rotterdam. The Central Station is at 10-15 min walking distance., the center of Rotterdam at 10 min. walking. I  live in the apartment with 2 cats (and usually a roommate). I speak Dutch, English, and Spanish. The apartment is ground floor,  has a livingroom and 4 bedrooms and a little patio. Your room is next to the toilet and livingroom/kitchen.",We like our house very much because it is near the centre and near the multi cultural aera Rotterdam Noord.,https://a0.muscache.com/pictures/d46dbb92-1b7d-446e-b877-5d1c61630881.jpg,30488216,https://www.airbnb.com/users/show/30488216,Carli,2015-04-02,Netherlands,"Ik geniet van alle verrassende en gezellige verhalen die de gasten meebrengen bij een kopje thee in de avond of bij het ontbijt. Iedereen beslist of en wat  hij/zij deelt. Ik deel graag over mijn reizen, mijn leven in Rotterdam en over mijn werk als juf van jonge  Nieuwkomers in Rotterdam.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-30488216/original/788526fe-7529-44d3-aff9-c11bbcc1afdf.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-30488216/original/788526fe-7529-44d3-aff9-c11bbcc1afdf.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Oude Noorden,Noord,51.92675018310547,4.482180118560791,Private room in rental unit,Private room,2,1.5,1.5 shared baths,1,2,"[""Wifi"", ""Hot water"", ""Bathtub"", ""Iron"", ""Heating"", ""Kitchen"", ""Rice maker"", ""Hair dryer"", ""Bed linens"", ""Pets allowed"", ""Breakfast"", ""Clothing storage: closet"", ""Conditioner"", ""First aid kit"", ""Wine glasses"", ""Luggage dropoff allowed"", ""Toaster"", ""Extra pillows and blankets"", ""Pocket wifi"", ""Drying rack for clothing"", ""Private patio or balcony"", ""Hot water kettle"", ""Mini fridge"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Hangers"", ""Freezer"", ""Dishwasher"", ""Paid parking on premises"", ""Baking sheet"", ""Essentials"", ""Body soap"", ""Dining table"", ""Coffee"", ""Laundromat nearby"", ""Backyard"", ""Bikes"", ""Paid washer"", ""Stove"", ""Microwave"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Host greets you"", ""Coffee maker"", ""Shower gel"", ""Cleaning products"", ""Shampoo"", ""Board games"", ""Outdoor furniture""]",$43.00,1,4,1,1,1125,1125,1.0,1125.0,,t,10,28,43,47,2024-12-23,386,71,10,2018-11-18,2024-12-22,4.9,4.92,4.76,4.95,4.97,4.88,4.86,0599 6F90 E276 D075 DA14,t,2,0,2,0,5.20
30014911,https://www.airbnb.com/rooms/30014911,20241223204511,2024-12-24,city scrape,Best apartment in most vibrant street,"This bright apartment is based on the bustling street Witte de Withstraat in the heart of Rotterdam. The apartment is equipped with a coffee machine, a kettle, a fridge, an oven, and a washing machine.  After a day of sightseeing in Rotterdam, you have plenty of choice from the nicest restaurants and cozy bars in the Witte de Withstraat. Within 30 meters from the apartment you will find the public transport such as the metro and the tram.","The Witte de Withstraat in Rotterdam is a hip and very lively cultural nightlife street with many art galleries, popular cafés, restaurants and shops that are just different. The great atmosphere of the Witte de Withstraat is enhanced by the many terraces on the street. A must-see for those who visit Rotterdam.",https://a0.muscache.com/pictures/7412dfe6-b352-4114-859d-74dd94b9243d.jpg,29340357,https://www.airbnb.com/users/show/29340357,Kick&Neda,2015-03-14,"Brielle, Netherlands",Altijd vooruit !,within a few hours,90%,84%,f,https://a0.muscache.com/im/pictures/user/1f2cf537-c603-4b38-a58a-9de74b6f1964.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1f2cf537-c603-4b38-a58a-9de74b6f1964.jpg?aki_policy=profile_x_medium,,8,19,"['email', 'phone', 'work_email']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Cool,Rotterdam Centrum,51.916,4.47548,Entire rental unit,Entire home/apt,4,1.0,1 bath,1,1,"[""Wifi"", ""Hot water"", ""Bathtub"", ""Iron"", ""Heating"", ""Kitchen"", ""Washer"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Bed linens"", ""First aid kit"", ""TV with standard cable"", ""Self check-in"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Hangers"", ""Lockbox"", ""Essentials"", ""Stove"", ""Smoke alarm"", ""Cooking basics"", ""Coffee maker"", ""Fire extinguisher"", ""Shampoo"", ""Paid parking off premises""]",$123.00,4,33,4,7,33,33,4.9,33.0,,t,22,31,31,123,2024-12-24,30,1,0,2018-12-16,2024-10-04,4.63,4.9,4.7,4.63,4.77,5.0,4.43,0599 6C59 81B1 3BFC FABB,f,6,6,0,0,0.41
30063122,https://www.airbnb.com/rooms/30063122,20241223204511,2024-12-24,previous scrape,Beautiful 1930’s en suite apartment in Rotterdam,"Welcome to my beautiful, cosy and characteristic apartment. This apartment is built in the 1930s and many of the original details are still intact such as the marble fireplaces and en suite doors leading to the bedroom. <br /><br />The apartment is less than a minute's walk from the tram station Schieweg (line 125, which takes you to and from Rotterdam Central Station, the city centre and Kop van Zuid), a 10 to 15-minute walk from Rotterdam Central Station.","Rotterdam Blijdorp / Bergpolder is a very friendly and affluent neighborhood.  Many children are raised here by young professional couples, and people are very open minded. On the corner of the street you will find your groceries, drugstore, florists and fun boutiques.  Across the street is a professional Beauty Bar where you can get a massage, solarium, or your nails done. One block away you can even get pierced or tattooed...! If I won’t welcome you personally, I will have the keys at Pleur, a concept store across of my apartment.",https://a0.muscache.com/pictures/hosting/Hosting-30063122/original/80b781f4-ea17-4e26-a418-eda6f362c5e8.jpeg,225920389,https://www.airbnb.com/users/show/225920389,Daan,2018-11-15,"Rotterdam, Netherlands","Hi there!

My name is Daan, I am 29 years old and have been living in Rotterdam for the past five years. 

I love traveling to the Middle East, but my favorite city in the world is Melbourne! 

If you rent my apartment you will not only enjoy the happy spirit it carries, but also the many convenient facilities of my neighborhood. You are a 12 min walk from Rotterdam Central Station, the tram is just a footstep away and within 7 minutes you are at the Metro towards The Hague or Rotterdam South. And within three minutes you are on the highway to Amsterdam, Schiphol, Utrecht or Breda. ",N/A,N/A,100%,t,https://a0.muscache.com/im/pictures/user/a6fbf7fd-8e21-4f18-94c5-54a7ad757988.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a6fbf7fd-8e21-4f18-94c5-54a7ad757988.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Rotterdam, ZH, Netherlands",Bergpolder,Noord,51.93286,4.46564,Entire condo,Entire home/apt,2,,1 bath,1,,"[""Wifi"", ""Hot water"", ""Iron"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Private entrance"", ""Bed linens"", ""Pets allowed"", ""Clothing storage: closet"", ""Conditioner"", ""Free dryer \u2013 In unit"", ""First aid kit"", ""Wine glasses"", ""Self check-in"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Hot water kettle"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Hangers"", ""Freezer"", ""Dishwasher"", ""Blender"", ""Lockbox"", ""Baking sheet"", ""Essentials"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dining table"", ""Coffee"", ""Laundromat nearby"", ""Sony sound system with Bluetooth and aux"", ""Indoor fireplace: gas"", ""Books and reading material"", ""Paid street parking off premises"", ""Stove"", ""Microwave"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Host greets you"", ""Single level home"", ""Coffee maker"", ""Shower gel"", ""Cleaning products"", ""Shampoo"", ""Game console: PS2"", ""HDTV with Chromecast, Netflix""]",,2,58,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-12-24,56,12,0,2018-12-23,2024-09-08,4.95,4.91,4.88,5.0,5.0,4.8,4.77,0599 8931 7F81 FA50 1336,f,1,1,0,0,0.77
30128586,https://www.airbnb.com/rooms/30128586,20241223204511,2024-12-23,city scrape,"Stylish apartment, best location in Rotterdam!","Stylish apartment with the best location in Rotterdam! Situated on one of the nicest streets, along a canal in the city centre. Beautiful view of the water as well as the modern central station, which is only a minutes walk away. The entire apartment is available for guests. <br /><br />Apartment has spacious bedroom, 1.5 bathrooms, an open plan kitchen with dining room and living room. Cafes and bars and shopping district within walking distance.","Located in the Old Dutch Quarter, one of the rare neighbourhoods not destroyed during the war. Beautiful Dutch architecture and canals. Top restaurants, cafes and bars are only 3 minutes walking.",https://a0.muscache.com/pictures/32a1ddfa-4846-4c46-8dbd-1c365c4e33fe.jpg,8723195,https://www.airbnb.com/users/show/8723195,Zahir & Sam,2013-09-09,"Rotterdam, Netherlands",We’ve been living in Rotterdam since 2012 and we’re truly passionate about this amazing city,within a few hours,100%,96%,f,https://a0.muscache.com/im/pictures/user/eb09ad8b-4924-491d-99c3-b024678054ad.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eb09ad8b-4924-491d-99c3-b024678054ad.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Provenierswijk,Noord,51.92666,4.46889,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,1,2,"[""City skyline view"", ""Garden view"", ""Wifi"", ""Hot water"", ""Iron"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: closet"", ""Self check-in"", ""Hot water kettle"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Hangers"", ""Paid parking on premises"", ""Lockbox"", ""Essentials"", ""Free washer \u2013 In unit"", ""Body soap"", ""Stove"", ""Children\u2019s books and toys"", ""Cooking basics"", ""43 inch HDTV with Netflix"", ""Coffee maker"", ""Cleaning products"", ""Paid parking off premises""]",$189.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,13,15,42,105,2024-12-23,167,52,2,2018-11-29,2024-11-28,4.83,4.83,4.74,4.93,4.9,4.97,4.74,05999934E928EB241642,f,1,1,0,0,2.26
30386823,https://www.airbnb.com/rooms/30386823,20241223204511,2024-12-24,city scrape,"Uniek Pension Schip in Rotterdam, Kop van Zuid","Centrally located in Rotterdam.<br />Large and comfortable, secluded ship with generous cabins, large stays and equipped with all the comforts.<br />More than 16 guests, ask for the possibilities.","The ship ""Castor"" has its mooring on the Wilhelminapier in Rotterdam, also called the Manhattan on the Maas.<br />At 500 meters the Nieuwe Luxor theater. <br />At 150 meters the cruise terminal.<br />Near downtown and Ahoy.<br />Various restaurants are within walking distance.",https://a0.muscache.com/pictures/8dd31ecc-95a4-4a88-928d-e92abe077666.jpg,228183003,https://www.airbnb.com/users/show/228183003,Mario,2018-11-29,,"Hi!
Ik ben Mario en eigenaar van het schip te samen met mijn vrouw Eelke.
Wij exploiteren het schip zowel stilliggend voor de wal als varend.
Wij wonen ook aan boord met onze hond, maar hebben ons privé verblijf.
Wij hopen u graag aan boord te mogen verwelkomen en u een onvergetelijk verblijf te mogen bieden.
",within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/610b6c33-205c-42ed-a658-86629cd32646.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/610b6c33-205c-42ed-a658-86629cd32646.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Kop van Zuid,Feijenoord,51.90301,4.48645,Private room in boat,Private room,16,2.0,2 shared baths,9,27,"[""Smoke alarm"", ""Essentials"", ""Hot water"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Hangers"", ""Dishes and silverware"", ""Breakfast"", ""First aid kit"", ""Harbor view""]",$925.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,19,48,71,276,2024-12-24,96,15,0,2019-01-27,2024-11-17,4.83,4.78,4.78,4.88,4.85,4.92,4.76,Exempt,f,4,0,4,0,1.33
30491897,https://www.airbnb.com/rooms/30491897,20241223204511,2024-12-23,city scrape,"Beautyfull house, with super sweet cat.","The house is at the edge of a large park, in a quiet neighborhood. By bus/bike/car it is 15 min to Rotterdam Center. The rented space consists of a corner house. The ground floor is a bright living room with an open kitchen, on the first floor are two bedrooms and the bathroom, and in the attic is the third bedroom. The house has a nice front yard and sunny backyard by the water. You can swim there or take the pedal boat away. Parking is free. For rent with cat","The house is adjacent to a large park, in the park there are several playgrounds and there is a deer camp. At 3 minutes walking distance is a large paid playground, the entrance is 0.50 cents per person. The shopping street with various fish, meat, bread, clothes, etc is 4 minutes by bike or in 15 minutes walking distance. Rotterdam/The Hague airport is 5 minutes away by car. Diergaarde Blijdorp is 10 minutes away and Rotterdam Centrum is 15 minutes away by bus, car or bike.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MzA0OTE4OTc%3D/original/5a63b4bb-fbde-4b5e-99a3-55b14376a9ff.jpeg,84253207,https://www.airbnb.com/users/show/84253207,Carmilla,2016-07-17,"Rotterdam, Netherlands","Ik ben Carmilla, ik woon met mijn gezin in ons heerlijk huis vlakbij het centrum van Rotterdam. We houden enorm van reizen en gaan er zo veel mogelijk op uit met onze camper. Als we op reis zijn verhuren we onze woning zodat andere van het heerlijke plekje kunnen genieten. We halen zo veel mogelijk persoonlijke spullen weg om je verblijf zo aangenaam mogelijk te maken. ",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/90f0f9e5-9ba9-4b4d-bd13-7feb01aca8a4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90f0f9e5-9ba9-4b4d-bd13-7feb01aca8a4.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Zestienhoven,Overschie,51.93965,4.43573,Entire home,Entire home/apt,5,1.0,1 bath,3,4,"[""High chair"", ""Wifi"", ""Hot water"", ""Children\u2019s dinnerware"", ""Bathtub"", ""Iron"", ""Crib"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Private entrance"", ""Bed linens"", ""First aid kit"", ""Wine glasses"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""BBQ grill"", ""Self check-in"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Resort access"", ""Hot water kettle"", ""Children's playroom"", ""Refrigerator"", ""Dishes and silverware"", ""Portable fans"", ""Hangers"", ""Oven"", ""Dishwasher"", ""Clothing storage: closet, wardrobe, and dresser"", ""Lidl body soap"", ""Lockbox"", ""Baking sheet"", ""Essentials"", ""Dining table"", ""Fire pit"", ""Coffee"", ""Laundromat nearby"", ""Outdoor dining area"", ""Books and reading material"", ""Free street parking"", ""Backyard"", ""Stove"", ""Children\u2019s books and toys"", ""Microwave"", ""Smoke alarm"", ""Cooking basics"", ""Waterfront"", ""Dedicated workspace"", ""Free parking on premises"", ""Changing table"", ""Outlet covers"", ""Host greets you"", ""EV charger"", ""Coffee maker"", ""Patio or balcony"", ""Shower gel"", ""Fire extinguisher"", ""Cleaning products"", ""Shampoo"", ""Board games"", ""Outdoor furniture"", ""Mosquito net""]",$113.00,4,1125,3,5,1125,1125,4.0,1125.0,,t,3,3,3,3,2024-12-23,17,4,0,2019-01-02,2024-08-18,4.76,4.82,4.53,5.0,5.0,4.59,4.59,0599 8BC6 1A9F B40F 367C,f,1,1,0,0,0.23
30685436,https://www.airbnb.com/rooms/30685436,20241223204511,2024-12-24,previous scrape,Spacious comfortable room 5mins to city centre,"Large bedroom in a modern penthouse in the modern neighborhood Kop van Zuid with a great private terrace.<br /><br />5 minutes to Rotterdam city centre by tram (tram stop in front of the building). Also metro station and train station within walking distance for travelling to Den Haag, Amsterdam and other cities.<br /><br />Also a small shopping area, restaurants, bars and - not to forget - historical Hotel New York at walking distance.",,https://a0.muscache.com/pictures/8a0fca43-2ff5-43cf-b847-33602cf94067.jpg,50175303,https://www.airbnb.com/users/show/50175303,Leo,2015-11-30,"Rotterdam, Netherlands","",N/A,N/A,59%,f,https://a0.muscache.com/im/pictures/user/b0fb9c76-0d21-4b83-9d30-75de34c340f0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b0fb9c76-0d21-4b83-9d30-75de34c340f0.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Kop van Zuid - Entrepot,Feijenoord,51.9064,4.4981,Private room in rental unit,Private room,2,,1 shared bath,,,"[""City skyline view"", ""Hot water"", ""Iron"", ""Heating"", ""Kitchen"", ""Washer"", ""Elevator"", ""Refrigerator"", ""Dishes and silverware"", ""Courtyard view"", ""Hangers"", ""Essentials"", ""Microwave"", ""Lock on bedroom door"", ""Smoke alarm"", ""Dedicated workspace"", ""Coffee maker"", ""River view"", ""Shampoo""]",,3,28,3,3,28,28,3.0,28.0,,t,0,0,0,0,2024-12-24,33,7,0,2019-01-03,2024-05-21,4.82,4.94,4.88,4.94,4.97,4.88,4.82,0599 EF84 B592 94EB 2386,f,1,0,1,0,0.45
30762582,https://www.airbnb.com/rooms/30762582,20241223204511,2024-12-23,city scrape,Amazing location - Loft in City Center,"Welcome in the most green, charming & historical area of the city of Rotterdam. 🌱<br /><br />Kralingen (next to city center Rotterdam)<br />is known because of its beautifull park with lake, restaurants and authentic architecture. <br /><br />We ourself are sailors, on our way to the Mediterranean , which gave us the oppertunity to share our luxurious loft.","Kralingen is full of beautifull buildings and restaurant cuisines from all over the world. <br /><br />Also it is only 7 minutes by bike from the authentic buildings of Kralingen, to the metropolitan city center of Rotterdam.<br /><br />- The tram (stops 100m from loft), also availible for transport. <br /><br />- Next to the loft there are two restaurants which serve amazing breakfast, lunch and diner. <br /><br />- For further tips have a look in the “Book of answer”  which will be provided after you make an reservation.",https://a0.muscache.com/pictures/eb4bbc96-19cb-4904-9cb4-150ee4148d84.jpg,77759987,https://www.airbnb.com/users/show/77759987,Carolina,2016-06-14,"Rotterdam, Netherlands","I love Rotterdam and this exquisite neighbourhood. I rent my charming loft as I like traveling. The surrounding is just perfect. Two blocks from the lake/forest and lots of international restaurants. The Erasmus University is very close by as well as the metro and tram.
My loft has a Dutch old & modern style as well as my garden.
Welcome to Kralingen!",within an hour,100%,94%,t,https://a0.muscache.com/im/pictures/user/User-77759987/original/6f003902-f822-45fc-8ac6-1cc279624816.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-77759987/original/6f003902-f822-45fc-8ac6-1cc279624816.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Kralingen West,Kralingen-Crooswijk,51.92946,4.50626,Entire loft,Entire home/apt,2,1.0,1 bath,1,1,"[""Garden view"", ""Hot water"", ""Fast wifi \u2013 100 Mbps"", ""Bathtub"", ""Heating"", ""Kitchen"", ""Room-darkening shades"", ""Private entrance"", ""Bed linens"", ""First aid kit"", ""Wine glasses"", ""Free dryer \u2013 In unit"", ""Marantz  sound system with aux"", ""Self check-in"", ""Toaster"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Hot water kettle"", ""Private BBQ grill: charcoal"", ""Refrigerator"", ""Barbecue utensils"", ""Dishes and silverware"", ""Ikea electric stove"", ""Hangers"", ""Oven"", ""Freezer"", ""Dishwasher"", ""Blender"", ""Baking sheet"", ""Essentials"", ""Free washer \u2013 In unit"", ""Clothing storage: wardrobe"", ""Dining table"", ""Coffee"", ""Laundromat nearby"", ""Books and reading material"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Microwave"", ""Smoke alarm"", ""Cooking basics"", ""Waterfront"", ""Dedicated workspace"", ""Private backyard \u2013 Fully fenced"", ""Smart lock"", ""Cleaning available during stay"", ""Single level home"", ""Coffee maker"", ""Lake access"", ""Cleaning products"", ""Outdoor furniture""]",$175.00,5,70,5,5,70,70,5.0,70.0,,t,16,28,58,328,2024-12-23,24,12,1,2018-12-30,2024-11-23,4.92,4.79,4.92,4.96,4.92,5.0,4.75,0599 58EB 6908 7465 1AD9,f,1,1,0,0,0.33
30788101,https://www.airbnb.com/rooms/30788101,20241223204511,2024-12-24,previous scrape,Spacious and sunny apartment with skyline view,"Beautiful sunny apartment adjacent to the center in the city center in the Stadsdriehoek district. <br /><br />My 3-room apartment is located in the Stadsdriehoek neighborhood. The apartment is 75m2 and has a sunny balcony and also located in a very central location. The apartment has a great view over the city skyline. It is fully furnished, has an elevator and is equipped with all the comforts. Paid “Anytime” fitness next to the entrance of the flat.","My apartment is very centrally located. It is less than 500 m from the famous Markthal and Cube homes (the Cube Houses), and a 5-minute walk from Blaak train station. 100m away from the Maasboulevard where you can walk or run along the river the Maas. Erasmus University is 3 stops by metro or 10 minutes by bicycle.",https://a0.muscache.com/pictures/3b6444e2-46f9-40a5-8506-3691f8041cda.jpg,9266651,https://www.airbnb.com/users/show/9266651,Tessa,2013-10-06,"Rotterdam, Netherlands","Wij zijn Vincent & Tessa. Een spontaan, ambitieus en ondernemend stel. Sinds juli hebben wij een dochter waar we heel happy mee zijn. Wij houden van reizen en vinden het leuk om andere AirBnB plekken te ontdekken. Wij werken in finance en als interieurstylist in Rotterdam.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/User/original/402c9883-0b79-4357-b5c4-8f987e20967e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/402c9883-0b79-4357-b5c4-8f987e20967e.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Stadsdriehoek,Rotterdam Centrum,51.92082,4.49585,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""City skyline view"", ""Wifi"", ""Hot water"", ""Bathtub"", ""Iron"", ""Heating"", ""Kitchen"", ""Room-darkening shades"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Private entrance"", ""Bed linens"", ""Wine glasses"", ""Free dryer \u2013 In unit"", ""Elevator"", ""Toaster"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Hangers"", ""Freezer"", ""Dishwasher"", ""Essentials"", ""Free washer \u2013 In unit"", ""Clothing storage: wardrobe"", ""Dining table"", ""Gym"", ""Outdoor dining area"", ""Books and reading material"", ""Stove"", ""Microwave"", ""Smoke alarm"", ""Cooking basics"", ""Waterfront"", ""Dedicated workspace"", ""Single level home"", ""Coffee maker"", ""Cleaning products"", ""TV"", ""Outdoor furniture"", ""Paid parking off premises""]",,2,3,2,2,3,3,2.0,3.0,,t,0,0,0,0,2024-12-24,3,0,0,2019-03-06,2021-12-17,5.0,4.67,5.0,4.67,4.67,5.0,4.67,0599 B699 102A 70F4 EBE7,f,2,2,0,0,0.04
